204.8,176.16,3721.4,2777.7,-0.13987,-0.2536,0.19472,0.22543,0.0092945,0.014637,0.44828,76
245.19,209.8,6025.6,4595.3,-0.14432,-0.23736,0.19846,0.16663,0.016577,0.018546,0.37209,55
206.24,165.57,3938,2673.2,-0.19719,-0.32118,0.30122,0.27781,0.033865,0.020534,0.41667,71
223.87,192.84,4827.9,3664.7,-0.13859,-0.24093,0.22023,0.22169,0.031043,0.023587,0.42188,65
224.42,194.12,5283.5,3918.1,-0.13502,-0.25842,0.16812,0.20041,0.020567,0.017628,0.4,58
226.9,197,4928.7,3811.3,-0.1318,-0.2267,0.33339,0.3185,0.036168,0.014343,0.42857,67
216.56,188.93,4168.7,3202.5,-0.12757,-0.23176,0.3264,0.29038,0.014082,0.015648,0.41667,65
237.09,197.63,4941.5,3709.4,-0.16643,-0.24934,0.23667,0.24413,0.02903,0.02179,0.29032,43
182.7,165.86,3313.1,2674.9,-0.092173,-0.19261,0.20554,0.25102,0.057148,0.058348,0.42857,72
205.05,175.57,3695.7,2526.2,-0.14376,-0.31644,0.20997,0.2677,0.078305,0.054148,0.39216,72
223.33,189.38,4474.7,3463.3,-0.15202,-0.22604,0.31871,0.30739,0.02542,0.017516,0.39062,63
173.64,147.33,3010,1934.8,-0.15156,-0.35723,0.095597,0.17816,0.041436,0.046593,0.44068,58
227.61,192.47,4670.8,3616.8,-0.15439,-0.22566,0.3056,0.28395,0.018683,0.018516,0.4386,63
167.98,140.14,2870.3,1890.5,-0.1657,-0.34133,0.17709,0.20374,0.042273,0.035426,0.41667,53
164.97,146.48,2717.6,1952.4,-0.11204,-0.28155,0.10137,0.14142,0.040352,0.037709,0.35294,58
245.52,206.11,5231.1,3857.8,-0.16052,-0.26254,0.3866,0.33121,0.027893,0.017545,0.32558,48
185.6,159.11,3011.5,2019.8,-0.14273,-0.32931,0.29664,0.29291,0.036687,0.030884,0.41176,59
245.99,204.58,5890.8,4360.8,-0.16835,-0.25972,0.24832,0.25442,0.032708,0.024832,0.35443,54
254.4,223.59,5527.3,4453,-0.12108,-0.19437,0.29264,0.23685,0.0124,0.013698,0.4717,78
167.3,146.05,3034.9,2180.8,-0.12704,-0.28142,0.19246,0.21242,0.034676,0.020999,0.46667,72
223.84,201.17,4727.3,3845.3,-0.10128,-0.18658,0.33042,0.27617,0.015034,0.016795,0.31707,51
228.46,200.68,4576,3598.9,-0.12159,-0.21353,0.37001,0.31932,0.025949,0.015272,0.36364,56
214.39,182.28,4259,3391.9,-0.14976,-0.20358,0.19443,0.16846,0.019258,0.016321,0.36709,63
170.79,147.04,3282.2,2106,-0.13903,-0.35836,0.055956,0.093744,0.078808,0.047256,0.35135,51
234.52,205.16,5522.8,4392.4,-0.12517,-0.20468,0.22141,0.22877,0.017843,0.011786,0.38356,59
203.37,167.99,4115.9,2944.5,-0.17396,-0.28462,0.27192,0.24553,0.022877,0.020115,0.38158,65
170.87,151.04,2812.1,2231.8,-0.11602,-0.20638,0.11274,0.10901,0.05559,0.046908,0.48485,67
193.17,151.87,3424.9,2305.7,-0.21384,-0.32677,0.33506,0.29754,0.025279,0.018775,0.35821,63
224.07,195.71,4711.9,3818.3,-0.12657,-0.18964,0.24743,0.21138,0.017321,0.017701,0.40299,58
152.16,129.4,2479.7,1682.2,-0.14959,-0.32161,0.19724,0.2202,0.051122,0.038224,0.37037,49
151.51,129.34,2133.9,1512.3,-0.1463,-0.29131,0.165,0.17298,0.044048,0.026737,0.4,71
201.35,181.19,4329.8,3547.6,-0.10013,-0.18065,0.20395,0.18813,0.019681,0.022846,0.42373,71
203.92,180.3,3704.8,2633.3,-0.11584,-0.28922,0.16609,0.22368,0.066655,0.065792,0.43548,53
